source_csv_row,Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date,recorded_any_DRFA,candidate_C_event,status,reason,verified_eligible_negative,model_ready,funding_receipt,measure_audit_ids,source_dataset,source_url
1486,Cassowary Coast,LGA,32260,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1487,Cassowary Coast,LGA,32260,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,1,1,Cyclone,2023-12-13,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1088_M01;1088_M02;1088_M03;1088_M04;1088_M05;1088_M06,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1488,Cassowary Coast,LGA,32260,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,1,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1489,Cassowary Coast,LGA,32260,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1493,Central Highlands (Qld),LGA,32270,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,986_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1494,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1495,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1078_M01;1078_M02;1078_M03,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1496,Central Highlands (Qld),LGA,32270,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,0,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1497,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1148 - Central and Southern Queensland Rainfall and Flooding (12-14 August 2024),1148,0,1,0,0,A/B,0,0,Flood,2024-08-12,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1498,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1165 - Mount Tabor Bushfire (22 September to 8 October 2024),1165,1,1,0,0,A/B,0,0,Bushfire,2024-09-22,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1499,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1500,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,1225,1,1,0,0,A/B,0,0,Storm,2025-11-24,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1501,Central Highlands (Qld),LGA,32270,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1502,Central Highlands (Qld),LGA,32270,Queensland,AGRN 1255 - Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,0,0,Bushfire,2025-10-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1505,Charters Towers,LGA,32310,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1506,Charters Towers,LGA,32310,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1507,Charters Towers,LGA,32310,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1508,Charters Towers,LGA,32310,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1509,Charters Towers,LGA,32310,Queensland,AGRN 1154 - North Queensland Bushfires (12 September - 15 November 2024),1154,1,1,0,0,A/B,0,0,Bushfire,2024-09-12,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1510,Charters Towers,LGA,32310,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1511,Charters Towers,LGA,32310,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1512,Charters Towers,LGA,32310,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1513,Charters Towers,LGA,32310,Queensland,AGRN 1267 - Townsville Complex Bushfire (21 September to 15 October 2025),1267,1,1,0,0,A/B,0,0,Bushfire,2025-09-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1514,Charters Towers,LGA,32310,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1516,Cherbourg,LGA,32330,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,0,1,1,1,C/D,0,1,Flood,2022-01-07,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,994_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1517,Cherbourg,LGA,32330,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1011_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1518,Cherbourg,LGA,32330,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1525,Cloncurry,LGA,32450,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1526,Cloncurry,LGA,32450,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1527,Cloncurry,LGA,32450,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,1,C/D,0,1,Flood,2022-12-20,True,True,AMBIGUOUS_RECORD,Raw C=0 conflicts with official named Category C tourism eligibility; retain raw flag,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1528,Cloncurry,LGA,32450,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
